,Username,Comment,Likes,Replies,link
3751,              Mr Anderson            ,i love how the ai on doug's side was torn between him being a friendly beer dad and some super schemer who sets up dastardly traps everwhere,4.9K,18,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3752,              LegendaryTomatoBird            ,I love how it started remotely realistic and degraded I to making an alliance with Satan.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3753,              Entropy            ,The AI REALLY hates Doug lmao.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3754,              Captain            ,Doug should have owned U Boats as his special instead,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3755,              Breezy            ,The piano key everytime the pope painting comes up is killing me,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3756,              LokiAsengott            ,I just Love Youtube saying this is Europa Universalis IV XD,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3757,              The Arbadiller            ,What’s actually terrifying though is that Twitch Chat actually has a much higher population than Vatican City IRL,448,5,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3758,              Brent            ,I love the insanity of these videos. sometimes i need to pause just to think about what happened..... why does the pope love the woods so much.....,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3759,              lord_haseo            ,so is this a new update for ai dungeon or is it a new one?,1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3760,              Jan Lohndorf            ,"Wait. So in the intro he first shows him making peace with the Czech Republic, but then in the second example which CR appears is ""take over"".

AND he started in Germany...



OH NO",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3761,              Phinneaus Reno            ,"The End Fucking KILLED Me! 
Specifically this timestamp ( 42:05 )",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3762,              Carlos Varona            ,"Chat missed the opportunity to name themselves ""Chatican city""",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3763,              Benjamin Matthews            ,"""Chatistan looking for their God Emporer""

How the hell did this turn into a warhammer 40k fantasy",1.7K,27,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3764,              GNV International Ambassador            ,"""Chat, name some German beers""
Starts naming Dutch and Belgian beers",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3765,              Forty            ,"This is the hardest I have laughed at anything in years, and I feel like I'm going to throw up.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3766,              Zebra            ,So in this world Ireland reunited and several countries just don't exist,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3767,              Mathπ            ,Again : the use of Bayonetta osts are incredible.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3768,              Neminem2            ,I am already very interesed in what the other countries resources would be,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3769,              Alastex.            ,"I love how casually France gets absolutely demolished at any chance there is, even by their own allies",850,9,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3770,              Dante Thompson            ,this video is so funny for no reason ,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3771,              cristinasponk            ,This is so creative and fun!!!!,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3772,              Gardevoir            ,"29:21
Bro I thought NovelAI was about to throw in Master Chief.



Maybe somebody knows what DougDoug AI video I'm thinking of, maybe not.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3773,              ORO            ,"score was actually 5 - 10, as doug only had 3 countries and 2 resources. He forgot to dock a point after he lost Germany.  Complete steamroll",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3774,              American Hitler            ,Funniest video I have seen all day wow,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3775,              Nicholas Tortora            ,"Every time Doug went to make an alliance with another leader, I ended up laughing my ass off because the leaders always suspect him of some 4D chess sinister plot, then they immediately eviscerate Doug's army",421,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3776,              Christoffer Hald Christensen            ,THIS COULD TOTALLY BE A GAME!!!,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3777,              toiletgamer            ,this was so fucking so cool and so damn funny i absolutely loved all the chaos lmao,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3778,              Elwe Tritsch            ,i am writing this comment before watching and i am german so if twitch chat invades germany i will be mad!!!!!,1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3779,              Xaedin :P            ,This is the most Chaotic fan fiction I ever heard of.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3780,              Kárminvárosi Góh            ,"29:50

The government of the United Kingdom is searching for you.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3781,              Baconga            ,"I'm so glad this is going to be a series, I could literally watch hours of this and not be bored. It is perfectly unpredictably batshit crazy",420,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3782,              MRbikeriderz            ,"What was the programm used to generate the AI art? it looks really good, or was it hand made?",1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3783,              Drew H            ,"Doug counts Ireland and Northern Ireland as one nation?

Fucking based.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3784,              Splatfan92            ,"This is rigged. When chatistan stole germany from dougtopia, dougtopia did not lose a point.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3785,              BVORTH            ,I love how Doug tries to ally with people while chat just murders everyone as a second plan to anything,1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3786,              M O N K E             ,you utter fools! german beer is the best in the world!,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3787,              Drojam            ,"Not even 5 minutes in and I’m crying from laughter. 

Doug truly has the best chat I think I’ve seen.",415,2,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3788,              SnapCapp            ,"This is easily the best use of the AI generators I have ever seen. 

Thank you for this video!",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3789,              Vermillionsweets            ,I can't believe I watched this entire video and was laughing and at the edge of my seat the entire time,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3790,              ToastDoesStuff            ,What's the AI called and is it free,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3791,              SpikyRett            ,I cant wait to tell my grandkids about this glorious war,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3792,              TNTBlower Dani            ,NORTH IRELAND!!!!!!!,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3793,              Jared Duncan            ,"I love that chat started with the Pope, a prominent religious figure, and ended with a political marriage to Satan. An absolute 180 on it all, really.",5.7K,32,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3794,              VenomBeetle            ,The way that Doug just casually glances over the fact that Chat lost the Girlboss Pope and Army early game is nice to know that he wants to keep it fun and not just a tug of war.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3795,              Prince of Tara            ,such laughs this is so good,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3796,              Republic of Gamers            ,"Dougdoug didn't realise there is a place called HELL, NORWAY!",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3797,              Beefey Whom            ,"the moment you said: ""...Germany has the starting ressource Bier."", I opened an eisgekühltes Wernesgrüner  Prost Jungs",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3798,              Zelda_Man            ,what ai website is this?,1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3799,              Latska            ,Twitch chat starting in Vatican City and ending with marrying Satan is such a classic Twitch chat move.,6.5K,18,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3800,              juanfer andrade            ,"Love how everytime the empire makes a move like 3 people start saying rigged everytime, great vid",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3801,              Jesse Raphael            ,"I was laughing so hard i cried, this shit was damn hilarious",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3802,              TheAdvertisement            ,Ok we all know Dougdoug chose Germany for a very specific reason.,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3803,              11clock            ,"There are a few moments where you forgot to subtract points for losing resources/countries. For example, when DougDoug lost Germany.",1,3,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3804,              Your Local Dummy            ,I’m so fricking confused. WHY WAS LUXEMBURG SO HARD TO CONQUER. LIKE IT’S FRICKIN LUXEMBURG!?,1,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3805,              Demented Duskull            ,"Eventually, Twitch Chat will be powerful enough to be short of taking over the world.",812,4,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3806,              Senebris            ,41:54 that illustration of the chatistan empire's palace is actually so beautiful,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3807,              MrThomasVision            ,"Doug could have won this one if he had just invaded Sodor, then they, Ireland and Doug could’ve ruled Europe.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3808,              Yes            ,I like how the chat said heineken even tho its not german,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3809,              Sizzy            ,I would love to see other continents of this,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3810,              Cytox            ,I love hell is just under the Atlantic Ocean,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3811,              Simone Russo            ,Imagine if the Pope was still alive just to see the empire who elected him trying to marry Satan,399,4,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3812,              Mayo Naise            ,I LOVED THIS SO MUCH THIS IS SOO FUNNY IT HAD ME IN TEARS,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3813,              Alex Hyena            ,"Doig: I could offer beer as a trade deal with Britain, securing the north west seas.
Chat: Our pope is a gypsy, our all-women army rides gunicorns, and the emperor is a giant god that breathes fire & is married to Satan!",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3814,              Misguided Strawberry            ,Why do you play hollow knight music whenever a pope runs away to a forest?,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3815,              fexi sponge            ,I'm still so surprised with how legible this all is,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
